ID,bank branch,funding type,funding classification,customer sector,installment value,cashing date,sex,age,social status,special needs,number of family members,saving loan,income,financing value
10710,Jazan,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
10711,Jazan,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
10712,Jazan,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,< 5000,60000
10713,Jazan,social,family,employee of a government company,< 1000,2019/02,MALE,>= 40,married,No,>= 02,No,< 5000,24000
10714,Jazan,social,family,employee of a government company,< 1000,2019/02,MALE,>= 40,married,No,>= 02,No,>= 10000,24000
10715,Jazan,social,marriage,Government retired,< 1000,2019/01,MALE,>= 40,married,No,>= 05,Yes,>= 10000,60000
10716,Jazan,social,marriage,Government retired,< 1000,2019/01,MALE,>= 40,married,No,>= 05,Yes,>= 5000,60000
10717,Jazan,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
10718,Jazan,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
10719,Jazan,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
10720,Jazan,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 10000,54000
10721,Jazan,project,emerging,employee of a government company,>= 1000,2019/03,FEMALE,< 30,married,No,< 02,No,< 5000,215000
10722,Jazan,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10723,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,>= 40,married,No,>= 02,No,< 5000,60000
10724,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,>= 40,married,No,>= 02,No,>= 5000,60000
10725,Jazan,social,family,employee of a government company,>= 1000,2019/03,FEMALE,>= 60,widow,No,>= 02,No,>= 10000,60000
10726,Jazan,social,family,employee of a government company,>= 1000,2019/03,FEMALE,>= 60,widow,No,>= 02,No,< 5000,60000
10727,Jazan,project,emerging,employee of a government company,>= 1000,2019/01,FEMALE,< 30,married,No,< 02,No,< 5000,200000
10728,Jazan,social,family,employee of a government company,< 1000,2019/01,FEMALE,>= 40,widow,No,>= 05,No,< 5000,48000
10729,Jazan,social,family,employee of a government company,< 1000,2019/01,FEMALE,>= 40,widow,No,>= 05,No,>= 10000,48000
10730,Jazan,project,emerging,employee of a government company,>= 1000,2019/03,FEMALE,>= 40,married,No,< 02,No,< 5000,296000
10731,Jazan,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10732,Jazan,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
10733,Jazan,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10734,Jazan,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,18000
10735,Jazan,project,solution,employee of a government company,>= 1000,2019/01,FEMALE,>= 30,married,No,< 02,No,< 5000,185000
10736,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,No,< 5000,60000
10737,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
10738,Jazan,social,renovation,employee of a government company,>= 1000,2019/02,FEMALE,>= 60,widow,No,>= 10,No,>= 10000,60000
10739,Jazan,social,renovation,employee of a government company,>= 1000,2019/02,FEMALE,>= 60,widow,No,>= 10,No,< 5000,60000
10740,Jazan,social,marriage,employee of a government company,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10741,Jazan,social,family,employee of a government company,< 1000,2019/02,FEMALE,>= 40,divorced,No,>= 05,No,< 5000,60000
10742,Jazan,social,family,employee of a government company,< 1000,2019/02,FEMALE,>= 40,divorced,No,>= 05,No,>= 7500,60000
10743,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,Yes,< 5000,60000
10744,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,Yes,>= 10000,60000
10745,Jazan,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10746,Jazan,project,emerging,employee of a government company,>= 1000,2019/01,MALE,< 30,single,No,< 02,No,< 5000,234000
10747,Jazan,social,family,employee of a government company,< 1000,2019/01,FEMALE,>= 40,widow,No,>= 10,No,>= 7500,60000
10748,Jazan,social,family,employee of a government company,< 1000,2019/01,FEMALE,>= 40,widow,No,>= 10,No,< 5000,60000
10749,Jazan,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 7500,48000
10750,Jazan,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 60,married,No,>= 05,No,< 5000,60000
10751,Jazan,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 60,married,No,>= 05,No,>= 10000,60000
10752,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10753,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
10754,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,>= 7500,60000
10755,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
10756,Jazan,social,marriage,employee of a government company,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
10757,Jazan,social,marriage,employee of a government company,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10758,Jazan,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10759,Jazan,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,42000
10760,Jazan,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,42000
10761,Jazan,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10762,Jazan,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
10763,Jazan,social,marriage,employee of a government company,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,18000
10764,Jazan,social,marriage,employee of a government company,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,18000
10765,Jazan,social,family,Government retired,>= 1000,2019/01,MALE,>= 60,married,No,>= 05,No,< 5000,60000
10766,Jazan,social,family,Government retired,>= 1000,2019/01,MALE,>= 60,married,No,>= 05,No,>= 7500,60000
10767,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,Yes,>= 10000,60000
10768,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,Yes,< 5000,60000
10769,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10770,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
10771,Jazan,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10772,Jazan,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 10,Yes,>= 7500,30000
10773,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,No,< 5000,60000
10774,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
10775,Jazan,project,emerging,employee of a government company,>= 1000,2019/03,FEMALE,< 30,married,No,< 02,No,< 5000,294000
10776,Jazan,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 60,widow,No,>= 10,No,< 5000,60000
10777,Jazan,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 60,widow,No,>= 10,No,>= 10000,60000
10778,Jazan,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
10779,Jazan,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10780,Jazan,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
10781,Jazan,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10782,Jazan,project,emerging,employee of a government company,< 1000,2019/02,MALE,< 30,single,No,>= 02,No,>= 7500,90000
10783,Jazan,social,marriage,employee of a government company,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10784,Jazan,social,marriage,employee of a government company,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,60000
10785,Jazan,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,>= 7500,60000
10786,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
10787,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10788,Jazan,social,marriage,employee of a government company,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,42000
10789,Jazan,social,marriage,employee of a government company,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,42000
10790,Jazan,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10791,Jazan,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
10792,Jazan,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,18000
10793,Jazan,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10794,Jazan,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,42000
10795,Jazan,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,< 5000,42000
10796,Jazan,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10797,Jazan,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
10798,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
10799,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,< 5000,60000
10800,Jazan,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10801,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
10802,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10803,Jazan,social,family,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
10804,Jazan,social,family,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,Yes,>= 5000,60000
10805,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
10806,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10807,Jazan,social,marriage,government employee,< 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
10808,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10809,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
10810,Jazan,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,30000
10811,Jazan,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 60,married,No,>= 02,No,< 5000,60000
10812,Jazan,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 60,married,No,>= 02,No,>= 10000,60000
10813,Jazan,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10814,Jazan,social,marriage,government employee,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,No,< 5000,60000
10815,Jazan,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10816,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
10817,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10818,Jazan,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10819,Jazan,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10820,Jazan,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
10821,Jazan,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,36000
10822,Jazan,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,36000
10823,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
10824,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10825,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
10826,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10827,Jazan,social,marriage,government employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 05,Yes,< 5000,60000
10828,Jazan,social,marriage,government employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
10829,Jazan,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,24000
10830,Jazan,social,family,Government retired,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,>= 5000,60000
10831,Jazan,social,family,Government retired,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,>= 10000,60000
10832,Jazan,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
10833,Jazan,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10834,Jazan,social,family,employee of a government company,< 1000,2019/03,MALE,>= 40,married,No,>= 05,No,< 5000,60000
10835,Jazan,social,family,employee of a government company,< 1000,2019/03,MALE,>= 40,married,No,>= 05,No,>= 10000,60000
10836,Jazan,social,family,employee of a government company,< 1000,2019/02,FEMALE,< 30,divorced,No,>= 05,No,>= 10000,36000
10837,Jazan,social,family,employee of a government company,< 1000,2019/02,FEMALE,< 30,divorced,No,>= 05,No,< 5000,36000
10838,Jazan,social,marriage,employee of a government company,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,42000
10839,Jazan,social,marriage,employee of a government company,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,42000
10840,Jazan,social,marriage,employee of a government company,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
10841,Jazan,social,marriage,employee of a government company,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10842,Jazan,social,marriage,government employee,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10843,Jazan,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
10844,Jazan,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10845,Jazan,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10846,Jazan,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10847,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
10848,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10849,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
10850,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
10851,Jazan,social,marriage,employee of a government company,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
10852,Jazan,social,marriage,employee of a government company,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10853,Jazan,social,marriage,employee of a government company,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,54000
10854,Jazan,social,marriage,employee of a government company,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,54000
10855,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
10856,Jazan,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
10857,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
10858,Jazan,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
